Hesperocyon,genus,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Canidae,family,37.2,33.9,35.55
Hesperocyon,genus,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon,genus,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,37.2,33.9,35.55
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon coloradensis,species,33.9,33.3,33.599999999999994
Hesperocyon coloradensis,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Otarocyon macdonaldi,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Mesocyon temnodon,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Osbornodon renjiei,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon,genus,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Otarocyon macdonaldi,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Hesperocyon gregarius,species,33.9,33.3,33.599999999999994
Archaeocyon pavidus,species,33.3,30.8,32.05
Hesperocyon,genus,33.3,24.8,29.049999999999997
Mesocyon temnodon,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Osbornodon sesnoni,species,33.3,30.8,32.05
Canidae,family,33.9,33.3,33.599999999999994
Mesocyon temnodon,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Oxetocyon cuspidatus,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Archaeocyon leptodus,species,33.3,30.8,32.05
Hesperocyon,genus,33.3,30.8,32.05
Hesperocyon,genus,33.3,30.8,32.05
Oxetocyon,genus,33.3,30.8,32.05
Hesperocyon,genus,33.3,30.8,32.05
Oxetocyon,genus,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Ectopocynus antiquus,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Cynarctoides lemur,species,30.8,20.43,25.615000000000002
Phlaocyon latidens,species,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Rhizocyon oregonensis,species,30.8,20.43,25.615000000000002
Enhydrocyon,genus,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Canidae,family,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Hesperocyon,genus,33.3,30.8,32.05
Oxetocyon cuspidatus,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Archaeocyon leptodus,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Archaeocyon pavidus,species,33.3,30.8,32.05
Hesperocyon,genus,33.3,30.8,32.05
Oxetocyon cuspidatus,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Oxetocyon cuspidatus,species,33.3,30.8,32.05
Mesocyon temnodon,species,33.3,30.8,32.05
Osbornodon renjiei,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Cynodesmus thooides,species,33.3,30.8,32.05
Hesperocyon gregarius,species,33.3,30.8,32.05
Osbornodon sesnoni,species,33.3,30.8,32.05
Leptocyon delicatus,species,30.8,20.43,25.615000000000002
Enhydrocyon crassidens,species,30.8,20.43,25.615000000000002
Leptocyon vulpinus,species,24.8,20.43,22.615000000000002
Paraenhydrocyon robustus,species,24.8,20.43,22.615000000000002
Cormocyon haydeni,species,30.8,20.43,25.615000000000002
Enhydrocyon crassidens,species,24.8,20.43,22.615000000000002
Leptocyon gregorii,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Enhydrocyon pahinsintewakpa,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Archaeocyon falkenbachi,species,30.8,20.43,25.615000000000002
Otarocyon cooki,species,30.8,20.43,25.615000000000002
Cormocyon haydeni,species,30.8,20.43,25.615000000000002
Cormocyon copei,species,30.8,26.3,28.55
Enhydrocyon pahinsintewakpa,species,30.8,20.43,25.615000000000002
Osbornodon wangi,species,30.8,20.43,25.615000000000002
Phlaocyon taylori,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Cynodesmus thooides,species,30.8,20.43,25.615000000000002
Cynodesmus thooides,species,30.8,26.3,28.55
Phlaocyon taylori,species,30.8,24.8,27.8
Hesperocyon,genus,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Caedocyon tedfordi,species,30.8,20.43,25.615000000000002
Mesocyon coryphaeus,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Leptocyon mollis,species,30.8,20.43,25.615000000000002
Osbornodon sesnoni,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Mesocyon coryphaeus,species,30.8,20.43,25.615000000000002
Mesocyon brachyops,species,30.8,20.43,25.615000000000002
Cynarctoides lemur,species,30.8,20.43,25.615000000000002
Phlaocyon latidens,species,30.8,20.43,25.615000000000002
Cormocyon copei,species,30.8,20.43,25.615000000000002
Rhizocyon oregonensis,species,30.8,20.43,25.615000000000002
Enhydrocyon stenocephalus,species,30.8,20.43,25.615000000000002
Cynodesmus thooides,species,30.8,20.43,25.615000000000002
Enhydrocyon,genus,30.8,20.43,25.615000000000002
Enhydrocyon,genus,30.8,20.43,25.615000000000002
Otarocyon cooki,species,30.8,20.43,25.615000000000002
Cynarctoides lemur,species,30.8,20.43,25.615000000000002
Borophaginae,subfamily,24.8,20.43,22.615000000000002
Cynarctoides roii,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Canidae,family,26.3,24.8,25.55
Mesocyon brachyops,species,30.8,20.43,25.615000000000002
Archaeocyon pavidus,species,30.8,20.43,25.615000000000002
Philotrox condoni,species,30.8,20.43,25.615000000000002
Enhydrocyon pahinsintewakpa,species,30.8,20.43,25.615000000000002
Ectopocynus antiquus,species,30.8,20.43,25.615000000000002
Ectopocynus intermedius,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Otarocyon cooki,species,30.8,20.43,25.615000000000002
Phlaocyon minor,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Mesocyon brachyops,species,30.8,20.43,25.615000000000002
Cormocyon copei,species,30.8,20.43,25.615000000000002
Rhizocyon oregonensis,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Cynodesmus thooides,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Canidae,family,26.3,24.8,25.55
Enhydrocyon crassidens,species,26.3,24.8,25.55
Enhydrocyon pahinsintewakpa,species,26.3,24.8,25.55
Canidae,family,26.3,24.8,25.55
Enhydrocyon pahinsintewakpa,species,26.3,24.8,25.55
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Otarocyon cooki,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Cynodesmus thooides,species,30.8,20.43,25.615000000000002
Philotrox condoni,species,30.8,26.3,28.55
Cynodesmus martini,species,30.8,20.43,25.615000000000002
Sunkahetanka geringensis,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Mesocyon brachyops,species,30.8,20.43,25.615000000000002
Cormocyon copei,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Sunkahetanka geringensis,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,26.3,28.55
Cormocyon,genus,30.8,26.3,28.55
Philotrox condoni,species,30.8,26.3,28.55
Philotrox condoni,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Mesocyon temnodon,species,30.8,26.3,28.55
Hesperocyoninae,subfamily,30.8,26.3,28.55
Cynodesmus thooides,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Mesocyon temnodon,species,30.8,26.3,28.55
Sunkahetanka geringensis,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Cynarctoides lemur,species,30.8,26.3,28.55
Otarocyon cooki,species,30.8,26.3,28.55
Mesocyon temnodon,species,30.8,26.3,28.55
Philotrox condoni,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Sunkahetanka geringensis,species,30.8,26.3,28.55
Enhydrocyon pahinsintewakpa,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Enhydrocyon pahinsintewakpa,species,30.8,26.3,28.55
Enhydrocyon crassidens,species,30.8,26.3,28.55
Leptocyon douglassi,species,30.8,26.3,28.55
Otarocyon cooki,species,30.8,26.3,28.55
Cynarctoides lemur,species,30.8,26.3,28.55
Mesocyon temnodon,species,30.8,26.3,28.55
Sunkahetanka geringensis,species,30.8,26.3,28.55
Philotrox condoni,species,30.8,26.3,28.55
Mesocyon temnodon,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Philotrox condoni,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Archaeocyon leptodus,species,30.8,26.3,28.55
Cynarctoides roii,species,30.8,26.3,28.55
Archaeocyon pavidus,species,30.8,26.3,28.55
Enhydrocyon pahinsintewakpa,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,20.43,25.615000000000002
Mesocyon temnodon,species,30.8,20.43,25.615000000000002
Paraenhydrocyon josephi,species,30.8,20.43,25.615000000000002
Mesocyon temnodon,species,24.8,20.43,22.615000000000002
Enhydrocyon pahinsintewakpa,species,24.8,20.43,22.615000000000002
Enhydrocyon,genus,30.8,20.43,25.615000000000002
Caninae,subfamily,26.3,24.8,25.55
Enhydrocyon pahinsintewakpa,species,26.3,24.8,25.55
Phlaocyon minor,species,26.3,24.8,25.55
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Canidae,family,30.8,24.8,27.8
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Archaeocyon leptodus,species,30.8,20.43,25.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Enhydrocyon crassidens,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon achoros,species,24.8,20.43,22.615000000000002
Cynarctoides lemur,species,24.8,20.43,22.615000000000002
Cormocyon copei,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Cynarctoides luskensis,species,24.8,20.43,22.615000000000002
Cormocyon haydeni,species,24.8,20.43,22.615000000000002
Cynarctoides luskensis,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Borophaginae,subfamily,24.8,20.43,22.615000000000002
Osbornodon brachypus,species,24.8,20.43,22.615000000000002
Cynarctoides luskensis,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Enhydrocyon crassidens,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Paraenhydrocyon josephi,species,24.8,20.43,22.615000000000002
Cormocyon haydeni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,30.8,20.43,25.615000000000002
Enhydrocyon basilatus,species,24.8,20.43,22.615000000000002
Phlaocyon,genus,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,24.8,20.43,22.615000000000002
Borophaginae,subfamily,24.8,20.43,22.615000000000002
Paraenhydrocyon josephi,species,24.8,20.43,22.615000000000002
Paraenhydrocyon robustus,species,24.8,20.43,22.615000000000002
Enhydrocyon crassidens,species,24.8,20.43,22.615000000000002
Enhydrocyon crassidens,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Paraenhydrocyon josephi,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon,genus,24.8,20.43,22.615000000000002
Cormocyon haydeni,species,24.8,20.43,22.615000000000002
Leptocyon,genus,24.8,20.43,22.615000000000002
Hesperocyoninae,subfamily,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon multicuspus,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Canidae,family,24.8,20.43,22.615000000000002
Leptocyon,genus,24.8,20.43,22.615000000000002
Phlaocyon leucosteus,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Phlaocyon leucosteus,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,24.8,20.43,22.615000000000002
Paraenhydrocyon wallovianus,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Cynarctoides acridens,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Leptocyon gregorii,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Desmocyon thomsoni,species,24.8,20.43,22.615000000000002
Cynarctoides harlowi,species,24.8,20.43,22.615000000000002
Phlaocyon minor,species,24.8,20.43,22.615000000000002
Phlaocyon annectens,species,24.8,20.43,22.615000000000002
Metatomarctus canavus,species,20.43,15.97,18.2
Protomarctus optatus,species,20.43,15.97,18.2
Ectopocynus simplicidens,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Phlaocyon leucosteus,species,20.43,15.97,18.2
Phlaocyon mariae,species,20.43,15.97,18.2
Desmocyon matthewi,species,20.43,15.97,18.2
Protomarctus optatus,species,20.43,15.97,18.2
Paracynarctus kelloggi,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Phlaocyon marslandensis,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Paracynarctus sinclairi,species,20.43,15.97,18.2
Tomarctus hippophaga,species,20.43,15.97,18.2
Tomarctus brevirostris,species,20.43,15.97,18.2
Osbornodon iamonensis,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Desmocyon thomsoni,species,20.43,15.97,18.2
Metatomarctus canavus,species,20.43,15.97,18.2
Phlaocyon leucosteus,species,20.43,15.97,18.2
Borophaginae,subfamily,20.43,15.97,18.2
Phlaocyon marslandensis,species,20.43,15.97,18.2
Metatomarctus canavus,species,20.43,15.97,18.2
Protomarctus optatus,species,20.43,15.97,18.2
Ectopocynus simplicidens,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Phlaocyon leucosteus,species,20.43,15.97,18.2
Desmocyon matthewi,species,20.43,15.97,18.2
Tomarctus brevirostris,species,20.43,15.97,18.2
Desmocyon thomsoni,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Osbornodon iamonensis,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Metatomarctus canavus,species,20.43,15.97,18.2
Cynarctoides acridens,species,20.43,15.97,18.2
Leptocyon vulpinus,species,20.43,15.97,18.2
Desmocyon thomsoni,species,20.43,15.97,18.2
Tomarctus hippophaga,species,20.43,15.97,18.2
Tomarctus brevirostris,species,20.43,15.97,18.2
Microtomarctus conferta,species,20.43,15.97,18.2
Tomarctus hippophaga,species,20.43,15.97,18.2
Tomarctus brevirostris,species,20.43,15.97,18.2
Osbornodon fricki,species,15.97,13.6,14.785
Leptocyon leidyi,species,15.97,13.6,14.785
Euoplocyon brachygnathus,species,15.97,13.6,14.785
Psalidocyon marianae,species,15.97,13.6,14.785
Microtomarctus conferta,species,15.97,13.6,14.785
Tomarctus hippophaga,species,15.97,13.6,14.785
Tomarctus brevirostris,species,15.97,13.6,14.785
Cynarctoides acridens,species,20.43,15.97,18.2
Desmocyon matthewi,species,20.43,15.97,18.2
Metatomarctus canavus,species,20.43,15.97,18.2
Protomarctus optatus,species,20.43,15.97,18.2
Protomarctus optatus,species,20.43,15.97,18.2
Microtomarctus conferta,species,20.43,15.97,18.2
Tomarctus brevirostris,species,20.43,15.97,18.2
Aelurodon asthenostylus,species,20.43,15.97,18.2
Tomarctus hippophaga,species,20.43,15.97,18.2
Canidae,family,20.43,15.97,18.2
Tomarctus hippophaga,species,20.43,15.97,18.2
